Id,Val
19_386,0
19_387,0
19_388,0
19_389,0
19_390,0
19_391,0
19_392,0
19_393,0
19_394,0
19_395,8
19_396,59
19_397,83
19_398,98
19_399,30
19_400,25
19_401,12
19_402,0
19_403,0
19_404,2
19_405,3
19_406,60
19_407,94
19_408,235
19_409,224
19_410,93
19_411,28
19_412,0
19_413,0
19_414,0
19_415,0
19_416,0
19_417,0
19_418,0
19_419,0
19_420,0
19_421,0
19_422,0
19_423,0
19_424,1
19_425,9
19_426,25
19_427,0
19_428,0
19_429,0
19_430,0
19_431,0
19_432,8
19_433,165
19_434,248
19_435,249
19_436,251
19_437,177
19_438,86
19_439,0
19_440,0
19_441,0
19_442,0
19_443,0
19_444,1
19_445,0
19_446,0
19_447,2
19_448,0
19_449,0
19_450,0
19_451,0
19_452,0
19_453,0
19_454,0
19_455,9
19_456,0
19_457,41
19_458,0
19_459,0
19_460,30
19_461,35
19_462,201
19_463,248
19_464,252
19_465,177
19_466,9
19_467,15
19_468,0
19_469,37
19_470,73
19_471,45
19_472,0
19_473,0
19_474,0
19_475,0
19_476,0
19_477,0
19_478,0
19_479,33
19_480,14
19_481,0
19_482,0
19_483,0
19_484,0
19_485,0
19_486,0
19_487,0
19_488,32
19_489,162
19_490,240
19_491,229
19_492,224
19_493,202
19_494,31
19_495,0
19_496,4
19_497,8
19_498,14
19_499,4
19_500,0
19_501,0
19_502,0
19_503,0
19_504,0
19_505,0
19_506,0
19_507,0
19_508,0
19_509,0
19_510,0
19_511,0
19_512,0
19_513,0
19_514,0
19_515,0
19_516,68
19_517,193
19_518,248
19_519,253
19_520,229
19_521,105
19_522,17
19_523,7
19_524,0
19_525,0
19_526,0
19_527,0
19_528,0
19_529,27
19_530,42
19_531,0
19_532,33
19_533,0
19_534,0
19_535,0
19_536,0
19_537,0
19_538,0
19_539,0
19_540,0
19_541,0
19_542,0
19_543,0
19_544,46
19_545,88
19_546,199
19_547,141
19_548,9
19_549,0
19_550,0
19_551,0
19_552,1
19_553,0
19_554,0
19_555,0
19_556,0
19_557,15
19_558,27
19_559,77
19_560,2
19_561,4
19_562,0
19_563,0
19_564,0
19_565,0
19_566,0
19_567,0
19_568,0
19_569,0
19_570,37
19_571,200
19_572,247
19_573,236
19_574,122
19_575,87
19_576,12
19_577,0
19_578,0
19_579,0
19_580,0
19_581,0
19_582,0
19_583,0
19_584,0
19_585,0
19_586,0
19_587,0
19_588,0
19_589,0
19_590,0
19_591,0
19_592,0
19_593,0
19_594,1
19_595,3
19_596,0
19_597,0
19_598,6
19_599,52
19_600,75
19_601,77
19_602,44
19_603,44
19_604,15
19_605,10
19_606,0
19_607,0
19_608,0
19_609,0
19_610,0
19_611,0
19_612,0
19_613,0
19_614,0
19_615,0
19_616,0
19_617,0
19_618,0
19_619,3
19_620,12
19_621,137
19_622,85
19_623,69
19_624,6
19_625,47
19_626,150
19_627,211
19_628,217
19_629,126
19_630,90
19_631,87
19_632,10
19_633,0
19_634,0
19_635,2
19_636,1
19_637,0
19_638,0
19_639,0
19_640,0
19_641,0
19_642,8
19_643,0
19_644,0
19_645,0
19_646,0
19_647,0
19_648,0
19_649,0
19_650,0
19_651,11
19_652,97
19_653,193
19_654,102
19_655,152
19_656,60
19_657,0
19_658,5
19_659,0
19_660,0
19_661,0
19_662,0
19_663,0
19_664,0
19_665,0
19_666,11
19_667,0
19_668,0
19_669,0
19_670,0
19_671,0
19_672,0
19_673,0
19_674,0
19_675,0
19_676,0
19_677,0
19_678,0
19_679,0
19_680,66
19_681,173
19_682,190
19_683,126
19_684,15
19_685,0
19_686,0
19_687,6
19_688,0
19_689,0
19_690,0
19_691,0
19_692,0
19_693,0
19_694,0
19_695,0
19_696,0
19_697,0
19_698,0
19_699,0
19_700,0
19_701,0
19_702,0
19_703,0
19_704,0
19_705,0
19_706,0
19_707,0
19_708,12
19_709,161
19_710,201
19_711,190
19_712,5
19_713,0
19_714,0
19_715,0
19_716,0
19_717,0
19_718,0
19_719,0
19_720,0
19_721,0
19_722,2
19_723,0
19_724,0
19_725,46
19_726,206
19_727,195
19_728,105
19_729,17
19_730,0
19_731,0
19_732,0
19_733,0
19_734,0
19_735,0
19_736,15
19_737,10
19_738,22
19_739,8
19_740,0
19_741,0
19_742,0
19_743,0
19_744,0
19_745,6
19_746,0
19_747,0
19_748,0
19_749,0
19_750,0
19_751,0
19_752,4
19_753,0
19_754,0
19_755,2
19_756,6
19_757,47
19_758,0
19_759,2
19_760,0
19_761,0
19_762,0
19_763,0
19_764,0
19_765,0
19_766,0
19_767,0
19_768,0
19_769,0
19_770,0
19_771,0
19_772,0
19_773,0
19_774,0
19_775,0
19_776,0
19_777,0
19_778,0
19_779,0
19_780,0
19_781,0
19_782,0
19_783,0
20_0,0
20_1,0
20_2,0
20_3,0
20_4,0
20_5,0
20_6,0
20_7,0
20_8,0
20_9,0
20_10,0
20_11,0
20_12,0
20_13,0
20_14,0
20_15,0
20_16,0
20_17,0
20_18,0
20_19,0
20_20,0
20_21,0
20_22,0
20_23,0
20_24,0
20_25,0
20_26,0
20_27,0
20_28,0
20_29,0
20_30,0
20_31,0
20_32,0
20_33,0
20_34,0
20_35,0
20_36,0
20_37,0
20_38,4
20_39,0
20_40,19
20_41,0
20_42,0
20_43,0
20_44,22
20_45,0
20_46,0
20_47,3
20_48,14
20_49,0
20_50,0
20_51,0
20_52,0
20_53,0
20_54,0
20_55,0
20_56,0
20_57,0
20_58,0
20_59,0
20_60,0
20_61,0
20_62,0
20_63,0
20_64,0
20_65,0
20_66,0
20_67,0
20_68,0
20_69,0
20_70,0
20_71,0
20_72,0
20_73,0
20_74,0
20_75,0
20_76,0
20_77,0
20_78,0
20_79,0
20_80,0
20_81,0
20_82,0
20_83,0
20_84,0
20_85,0
20_86,0
20_87,0
20_88,0
20_89,0
20_90,0
20_91,0
20_92,0
20_93,0
20_94,0
20_95,0
20_96,0
20_97,0
20_98,0
20_99,0
20_100,0
20_101,0
20_102,0
20_103,0
20_104,3
20_105,0
20_106,0
20_107,0
20_108,8
20_109,5
20_110,0
20_111,0
20_112,0
20_113,1
20_114,0
20_115,0
20_116,13
20_117,0
20_118,20
20_119,0
20_120,0
20_121,0
20_122,0
20_123,0
20_124,0
20_125,0
20_126,0
20_127,0
20_128,0
20_129,0
20_130,0
20_131,14
20_132,0
20_133,0
20_134,0
20_135,0
20_136,0
20_137,0
20_138,0
20_139,0
20_140,0
20_141,0
20_142,0
20_143,0
20_144,0
20_145,0
20_146,0
20_147,0
20_148,0
20_149,0
20_150,0
20_151,6
20_152,0
20_153,12
20_154,0
20_155,24
20_156,0
20_157,0
20_158,0
20_159,0
20_160,0
20_161,0
20_162,0
20_163,34
20_164,0
20_165,0
20_166,0
20_167,0
20_168,0
20_169,0
20_170,0
20_171,0
20_172,0
20_173,0
20_174,0
20_175,51
20_176,5
20_177,0
20_178,0
20_179,23
20_180,61
20_181,176
20_182,197
20_183,212
20_184,180
20_185,93
20_186,0
20_187,0
20_188,0
20_189,0
20_190,0
20_191,0
20_192,0
20_193,0
20_194,0
20_195,0
20_196,0
20_197,0
20_198,0
20_199,0
20_200,0
20_201,0
20_202,0
20_203,0
20_204,0
20_205,0
20_206,25
20_207,94
20_208,216
20_209,232
20_210,152
20_211,137
20_212,117
20_213,93
20_214,56
20_215,35
20_216,0
20_217,0
20_218,0
20_219,0
20_220,0
20_221,0
20_222,0
20_223,0
20_224,0
20_225,0
20_226,0
20_227,0
20_228,0
20_229,6
20_230,0
20_231,0
20_232,0
20_233,36
20_234,89
20_235,228
20_236,200
20_237,171
20_238,81
20_239,16
20_240,17
20_241,30
20_242,151
20_243,48
20_244,6
20_245,0
20_246,0
20_247,0
20_248,0
20_249,0
20_250,0
20_251,0
20_252,0
20_253,0
20_254,0
20_255,0
20_256,0
20_257,18
20_258,10
20_259,48
20_260,46
20_261,72
20_262,224
20_263,252
20_264,232
20_265,108
20_266,30
20_267,0
20_268,5
20_269,27
20_270,7
20_271,7
20_272,3
20_273,0
20_274,13
20_275,1
20_276,0
20_277,0
20_278,0
20_279,0
20_280,0
20_281,4
20_282,26
20_283,0
20_284,2
20_285,0
20_286,0
20_287,2
20_288,38
20_289,75
20_290,226
20_291,186
20_292,98
20_293,26
20_294,18
20_295,0
20_296,48
20_297,95
20_298,223
20_299,157
20_300,22
20_301,29
20_302,32
20_303,32
20_304,0
20_305,0
20_306,0
20_307,0
20_308,0
20_309,0
20_310,0
20_311,0
20_312,0
20_313,0
20_314,20
20_315,38
20_316,58
20_317,190
20_318,233
20_319,146
20_320,121
20_321,7
20_322,3
20_323,0
20_324,32
20_325,138
20_326,202
20_327,71
20_328,0
20_329,0
20_330,0
20_331,0
20_332,0
20_333,2
20_334,0
20_335,0
20_336,0
20_337,0
20_338,2
20_339,0
20_340,0
20_341,13
20_342,27
20_343,14
20_344,52
20_345,235
20_346,235
20_347,52
20_348,28
20_349,0
20_350,0
20_351,6
20_352,22
20_353,160
20_354,143
20_355,35
20_356,2
20_357,33
20_358,0
20_359,0
20_360,34
20_361,65
20_362,41
20_363,37
20_364,11
20_365,0
20_366,0
20_367,0
20_368,0
20_369,0
20_370,0
20_371,0
20_372,52
20_373,138
20_374,203
20_375,234
20_376,180
20_377,22
20_378,36
20_379,206
20_380,218
20_381,86
20_382,17
20_383,3
20_384,0
20_385,0
20_386,0
20_387,0
20_388,0
20_389,0
20_390,0
20_391,0
20_392,0
20_393,0
20_394,7
20_395,13
20_396,0
20_397,0
20_398,27
20_399,0
20_400,0
20_401,6
20_402,63
20_403,128
20_404,245
20_405,246
20_406,223
20_407,130
20_408,143
20_409,42
20_410,0
20_411,0
20_412,0
20_413,0
20_414,0
20_415,0
20_416,0
20_417,0
20_418,0
20_419,0
20_420,0
20_421,1
20_422,6
20_423,4
20_424,4
20_425,16
20_426,7
20_427,0
20_428,2
20_429,0
20_430,0
20_431,6
20_432,4
20_433,64
20_434,196
20_435,232
20_436,118
20_437,43
20_438,26
20_439,81
20_440,6
20_441,0
20_442,0
20_443,0
20_444,0
20_445,0
20_446,0
20_447,0
20_448,0
20_449,0
20_450,0
20_451,0
20_452,0
20_453,1
20_454,0
20_455,0
20_456,0
20_457,32
20_458,0
20_459,0
20_460,0
20_461,65
20_462,188
20_463,244
20_464,236
20_465,110
20_466,99
20_467,69
20_468,25
20_469,0
20_470,0
20_471,0
20_472,8
20_473,25
20_474,0
20_475,0
20_476,0
20_477,0
20_478,0
20_479,0
20_480,17
20_481,0
20_482,0
20_483,0
20_484,0
20_485,16
20_486,0
20_487,8
20_488,0
20_489,16
20_490,153
20_491,221
20_492,216
20_493,72
20_494,6
20_495,0
20_496,0
20_497,0
20_498,0
20_499,0
20_500,0
20_501,0
20_502,0
20_503,0
20_504,1
20_505,0
20_506,0
20_507,3
20_508,0
20_509,0
20_510,0
20_511,0
20_512,6
20_513,12
20_514,17
20_515,0
20_516,40
20_517,171
20_518,184
20_519,241
20_520,223
20_521,168
20_522,133
20_523,86
20_524,2
20_525,0
20_526,0
20_527,0
20_528,0
20_529,1
20_530,0
20_531,0
20_532,0
20_533,0
20_534,0
20_535,0
20_536,0
20_537,0
20_538,0
20_539,0
20_540,0
20_541,0
20_542,2
20_543,7
20_544,38
20_545,84
20_546,249
20_547,212
20_548,105
20_549,19
20_550,0
20_551,0
20_552,0
20_553,0
20_554,0
20_555,0
20_556,0
20_557,0
20_558,30
20_559,1
20_560,0
20_561,0
20_562,0
20_563,0
20_564,0
20_565,0
20_566,0
20_567,0
20_568,0
20_569,0
20_570,0
20_571,29
20_572,95
20_573,203
20_574,245
20_575,228
20_576,103
20_577,0
20_578,0
20_579,13
20_580,0
20_581,0
20_582,0
20_583,0
20_584,0
20_585,0
20_586,0
20_587,0
20_588,0
20_589,0
20_590,0
20_591,0
20_592,0
20_593,0
20_594,0
20_595,6
20_596,58
20_597,75
20_598,4
20_599,10
20_600,12
20_601,212
20_602,250
20_603,146
20_604,20
20_605,4
20_606,2
20_607,0
20_608,0
20_609,0
20_610,0
20_611,0
20_612,0
20_613,0
20_614,0
20_615,0
20_616,0
20_617,0
20_618,0
20_619,2
20_620,0
20_621,0
20_622,0
20_623,34
20_624,22
20_625,31
20_626,7
20_627,96
20_628,110
20_629,167
20_630,54
20_631,25
20_632,2
20_633,1
20_634,4
20_635,0
20_636,0
20_637,0
20_638,0
20_639,0
20_640,0
20_641,0
20_642,69
20_643,45
20_644,32
20_645,0
20_646,0
20_647,0
20_648,0
20_649,0
20_650,0
20_651,2
20_652,21
20_653,16
20_654,19
20_655,60
20_656,239
20_657,253
20_658,122
20_659,21
20_660,0
20_661,0
20_662,0
20_663,0
20_664,0
20_665,0
20_666,0
20_667,0
20_668,0
20_669,0
20_670,0
20_671,0
20_672,0
20_673,0
20_674,0
20_675,0
20_676,0
20_677,0
20_678,0
20_679,0
20_680,0
20_681,0
20_682,0
20_683,0
20_684,108
20_685,23
20_686,30
20_687,9
20_688,14
20_689,0
20_690,5
20_691,0
20_692,23
20_693,107
20_694,41
20_695,1
20_696,0
20_697,0
20_698,0
20_699,0
20_700,0
20_701,0
20_702,0
20_703,0
20_704,0
20_705,0
20_706,0
20_707,3
20_708,0
20_709,0
20_710,2
20_711,46
20_712,144
20_713,194
20_714,18
20_715,8
20_716,21
20_717,24
20_718,0
20_719,0
20_720,0
20_721,0
20_722,0
20_723,0
20_724,0
20_725,0
20_726,2
20_727,0
20_728,10
20_729,0
20_730,0
20_731,0
20_732,0
20_733,0
20_734,0
20_735,0
20_736,0
20_737,0
20_738,7
20_739,12
20_740,0
20_741,0
20_742,1
20_743,10
20_744,14
20_745,14
20_746,0
20_747,8
20_748,0
20_749,0
20_750,0
20_751,0
20_752,0
20_753,0
20_754,0
20_755,0
20_756,0
20_757,0
20_758,0
20_759,0
20_760,0
20_761,0
20_762,0
20_763,0
20_764,0
20_765,0
20_766,0
20_767,0
20_768,0
20_769,0
20_770,0
20_771,0
20_772,0
20_773,0
20_774,0
20_775,0
20_776,0
20_777,0
20_778,0
20_779,0
20_780,0
20_781,0
20_782,0
20_783,0
21_0,0
21_1,0
21_2,0
21_3,0
21_4,0
21_5,0
21_6,0
21_7,0
21_8,0
21_9,0
21_10,0
21_11,0
21_12,0
21_13,0
21_14,0
21_15,0
21_16,0
21_17,0
21_18,0
21_19,0
21_20,0
21_21,0
21_22,0
21_23,0
21_24,0
21_25,0
21_26,0
21_27,0
21_28,0
21_29,0
21_30,0
21_31,0
21_32,0
21_33,0
21_34,0
21_35,0
21_36,0
21_37,0
21_38,0
21_39,0
21_40,1
21_41,0
21_42,0
21_43,0
21_44,0
21_45,0
21_46,0
21_47,0
21_48,0
21_49,0
21_50,0
21_51,0
21_52,0
21_53,0
21_54,0
21_55,0
21_56,0
21_57,9
21_58,0
21_59,0
21_60,0
21_61,0
21_62,0
21_63,0
21_64,0
21_65,0
21_66,1
21_67,0
21_68,0
21_69,0
21_70,0
21_71,0
21_72,0
21_73,0
21_74,0
21_75,0
21_76,0
21_77,0
21_78,0
21_79,18
21_80,6
21_81,4
21_82,25
21_83,0
21_84,0
21_85,0
21_86,0
21_87,0
21_88,2
21_89,0
21_90,0
21_91,0
21_92,0
21_93,0
21_94,0
21_95,0
21_96,0
21_97,0
21_98,0
21_99,0
21_100,0
21_101,17
21_102,14
21_103,1
21_104,0
21_105,0
21_106,0
21_107,0
21_108,0
21_109,0
21_110,0
21_111,0
21_112,0
21_113,0
21_114,1
21_115,25
21_116,0
21_117,2
21_118,25
21_119,0
21_120,0
21_121,0
21_122,0
21_123,0
21_124,0
21_125,0
21_126,0
21_127,0
21_128,0
21_129,0
21_130,0
21_131,0
21_132,0
21_133,0
21_134,0
21_135,6
21_136,28
21_137,25
21_138,12
21_139,0
21_140,0
21_141,0
21_142,0
21_143,0
21_144,0
21_145,6
21_146,0
21_147,0
21_148,0
21_149,0
21_150,0
21_151,0
21_152,0
21_153,0
21_154,0
21_155,0
21_156,0
21_157,0
21_158,0
21_159,0
21_160,0
21_161,18
21_162,0
21_163,0
21_164,13
21_165,1
21_166,0
21_167,0
21_168,0
21_169,0
21_170,0
21_171,0
21_172,0
21_173,0
21_174,0
21_175,0
21_176,0
21_177,0
21_178,0
21_179,0
21_180,0
21_181,0
21_182,0
21_183,44
21_184,0
21_185,0
21_186,14
21_187,0
21_188,16
21_189,31
21_190,107
21_191,173
21_192,59
21_193,61
21_194,0
21_195,0
21_196,0
21_197,0
21_198,0
21_199,0
21_200,27
21_201,21
21_202,34
21_203,0
21_204,0
21_205,0
21_206,0
21_207,0
21_208,1
21_209,0
21_210,0
21_211,25
21_212,0
21_213,0
21_214,0
21_215,0
21_216,36
21_217,148
21_218,226
21_219,237
21_220,104
21_221,7
21_222,0
21_223,0
21_224,0
21_225,0
21_226,0
21_227,0
21_228,0
21_229,0
21_230,0
21_231,0
21_232,0
21_233,33
21_234,6
21_235,5
21_236,0
21_237,0
21_238,10
21_239,24
21_240,9
21_241,13
21_242,1
21_243,9
21_244,17
21_245,91
21_246,135
21_247,14
21_248,0
21_249,0
21_250,0
21_251,0
21_252,0
21_253,0
21_254,0
21_255,0
21_256,5
21_257,0
21_258,9
21_259,0
21_260,1
21_261,21
21_262,31
21_263,92
21_264,125
21_265,50
21_266,4
21_267,0
21_268,0
21_269,2
21_270,0
21_271,7
21_272,110
21_273,202
21_274,35
21_275,1
21_276,0
21_277,0
21_278,0
21_279,0
21_280,0
21_281,12
21_282,15
21_283,42
21_284,30
21_285,10
21_286,0
21_287,18
21_288,18
21_289,3
21_290,9
21_291,144
21_292,243
21_293,104
21_294,43
21_295,1
21_296,4
21_297,11
21_298,42
21_299,95
21_300,192
21_301,194
21_302,110
21_303,11
21_304,0
21_305,0
21_306,0
21_307,0
21_308,0
21_309,0
21_310,0
21_311,0
21_312,0
21_313,0
21_314,0
21_315,0
21_316,0
21_317,58
21_318,167
21_319,242
21_320,252
21_321,156
21_322,10
21_323,0
21_324,0
21_325,15
21_326,26
21_327,101
21_328,113
21_329,113
21_330,90
21_331,76
21_332,15
21_333,0
21_334,0
21_335,0
21_336,0
21_337,0
21_338,0
21_339,25
21_340,0
21_341,25
21_342,34
21_343,149
21_344,127
21_345,202
21_346,235
21_347,194
21_348,54
21_349,0
21_350,4
21_351,125
21_352,1
21_353,53
21_354,172
21_355,233
21_356,231
21_357,50
21_358,15
21_359,0
21_360,0
21_361,4
21_362,8
21_363,8
21_364,9
21_365,0
21_366,4
21_367,0
21_368,11
21_369,0
21_370,12
21_371,128
21_372,179
21_373,237
21_374,252
21_375,165
21_376,14
21_377,30
21_378,0
21_379,0
21_380,6
21_381,75
21_382,214
21_383,254
21_384,245
21_385,161
21_386,35
21_387,0
21_388,0
21_389,0
21_390,0
21_391,0
21_392,0
21_393,0
21_394,0
21_395,0
21_396,16
21_397,0
21_398,56
21_399,233
21_400,253
21_401,194
21_402,34
21_403,0
21_404,8
21_405,25
21_406,0
21_407,7
21_408,17
21_409,25
21_410,0
21_411,5
21_412,0
21_413,8
21_414,0
21_415,0
21_416,0
21_417,0
21_418,1
21_419,9
21_420,0
21_421,0
21_422,0
21_423,0
21_424,0
21_425,3
21_426,14
21_427,131
21_428,221
21_429,49
21_430,6
21_431,8
21_432,0
21_433,2
21_434,7
21_435,98
21_436,216
21_437,182
21_438,74
21_439,38
21_440,0
21_441,0
21_442,0
21_443,0
21_444,6
21_445,8
21_446,42
21_447,23
21_448,1
21_449,0
21_450,0
21_451,0
21_452,0
21_453,0
21_454,103
21_455,214
21_456,163
21_457,105
21_458,34
21_459,0
21_460,7
21_461,104
21_462,102
21_463,181
21_464,173
21_465,174
21_466,226
21_467,172
21_468,74
21_469,0
21_470,0
21_471,0
21_472,0
21_473,0
21_474,0
21_475,0
21_476,0
21_477,0
21_478,0
21_479,2
21_480,25
21_481,201
21_482,223
21_483,227
21_484,221
21_485,252
21_486,246
21_487,254
21_488,253
21_489,239
21_490,245
21_491,244
21_492,247
21_493,215
21_494,114
21_495,19
21_496,0
21_497,0
21_498,0
21_499,0
21_500,0
21_501,21
21_502,0
21_503,1
21_504,6
21_505,0
21_506,0
21_507,7
21_508,29
21_509,0
21_510,0
21_511,23
21_512,92
21_513,245
21_514,254
21_515,246
21_516,239
21_517,235
21_518,253
21_519,223
21_520,117
21_521,6
21_522,0
21_523,0
21_524,0
21_525,0
21_526,0
21_527,0
21_528,0
21_529,0
21_530,0
21_531,0
21_532,0
21_533,0
21_534,0
21_535,0
21_536,0
21_537,0
21_538,0
21_539,0
21_540,0
21_541,0
21_542,0
21_543,0
21_544,33
21_545,119
21_546,111
21_547,180
21_548,146
21_549,16
21_550,0
21_551,0
21_552,9
21_553,0
21_554,0
21_555,0
21_556,0
21_557,0
21_558,0
21_559,0
21_560,0
21_561,0
21_562,0
21_563,0
21_564,0
21_565,0
21_566,0
21_567,8
21_568,0
21_569,0
21_570,1
21_571,62
21_572,210
21_573,238
21_574,239
21_575,145
21_576,116
21_577,22
21_578,0
21_579,0
21_580,6
21_581,8
21_582,0
21_583,0
21_584,0
21_585,0
21_586,0
21_587,0
21_588,0
21_589,0
21_590,0
21_591,0
21_592,0
21_593,0
21_594,0
21_595,0
21_596,76
21_597,242
21_598,233
21_599,223
21_600,213
21_601,100
21_602,24
21_603,16
21_604,44
21_605,148
21_606,49
21_607,2
21_608,0
21_609,0
21_610,0
21_611,6
21_612,0
21_613,0
21_614,0
21_615,0
21_616,9
21_617,36
21_618,85
21_619,23
21_620,0
21_621,2
21_622,20
21_623,3
21_624,0
21_625,59
21_626,152
21_627,219
21_628,81
21_629,48
21_630,65
21_631,149
21_632,145
21_633,28
21_634,15
21_635,7
21_636,0
21_637,0
21_638,0
21_639,0
21_640,0
21_641,0
21_642,0
21_643,0
21_644,3
21_645,0
21_646,0
21_647,0
21_648,0
21_649,0
21_650,0
21_651,25
21_652,57
21_653,107
21_654,177
21_655,132
21_656,52
21_657,15
21_658,0
21_659,9
21_660,50
21_661,21
21_662,0
21_663,0
21_664,0
21_665,0
21_666,0
21_667,0
21_668,0
21_669,0
21_670,0
21_671,0
21_672,0
21_673,0
21_674,0
21_675,0
21_676,0
21_677,0
21_678,0
21_679,0
21_680,0
21_681,6
21_682,13
21_683,24
21_684,0
21_685,0
21_686,0
21_687,5
21_688,0
21_689,8
21_690,2
21_691,0
21_692,0
21_693,0
21_694,0
21_695,0
21_696,0
21_697,0
21_698,0
21_699,0
21_700,0
21_701,0
21_702,0
21_703,0
21_704,0
21_705,0
21_706,0
21_707,0
21_708,0
21_709,0
21_710,0
21_711,0
21_712,42
21_713,0
21_714,17
21_715,0
21_716,0
21_717,0
21_718,0
21_719,5
21_720,4
21_721,0
21_722,0
21_723,0
21_724,0
21_725,3
21_726,0
21_727,2
21_728,0
21_729,4
21_730,0
21_731,2
21_732,0
21_733,0
21_734,0
21_735,0
21_736,0
21_737,0
21_738,0
21_739,0
21_740,0
21_741,3
21_742,2
21_743,23
21_744,35
21_745,32
21_746,7
21_747,9
21_748,0
21_749,0
21_750,0
21_751,2
21_752,0
21_753,0
21_754,0
21_755,0
21_756,0
21_757,0
21_758,0
21_759,0
21_760,0
21_761,0
21_762,0
21_763,0
21_764,0
21_765,0
21_766,0
21_767,0
21_768,0
21_769,0
21_770,0
21_771,0
21_772,0
21_773,0
21_774,0
21_775,0
21_776,0
21_777,0
21_778,0
21_779,0
21_780,0
21_781,0
21_782,0
21_783,0
22_0,0
22_1,0
22_2,0
22_3,0
22_4,0
22_5,0
22_6,0
22_7,0
22_8,0
22_9,0
22_10,0
22_11,0
22_12,0
22_13,0
22_14,0
22_15,0
22_16,0
22_17,0
22_18,0
22_19,0
22_20,0
22_21,0
22_22,0
22_23,0
22_24,0
22_25,0
22_26,0
22_27,0
22_28,0
22_29,0
22_30,0
22_31,0
22_32,0
22_33,0
22_34,0
22_35,0
22_36,0
22_37,7
22_38,0
22_39,0
22_40,0
22_41,0
22_42,31
22_43,36
22_44,42
22_45,87
22_46,138
22_47,235
22_48,214
22_49,62
22_50,67
22_51,0
22_52,0
22_53,0
22_54,0
22_55,0
22_56,0
22_57,0
22_58,0
22_59,0
22_60,0
22_61,0
22_62,0
22_63,4
22_64,37
22_65,24
22_66,39
22_67,0
22_68,0
22_69,0
22_70,0
22_71,0
22_72,0
22_73,0
22_74,1
22_75,0
22_76,0
22_77,0
22_78,2
22_79,22
22_80,0
22_81,0
22_82,0
22_83,0
22_84,0
22_85,0
22_86,0
22_87,0
22_88,0
22_89,0
22_90,0
22_91,0
22_92,0
22_93,0
22_94,0
22_95,0
22_96,0
22_97,0
22_98,0
22_99,0
22_100,0
22_101,0
22_102,0
22_103,0
22_104,0
22_105,0
22_106,0
22_107,0
22_108,0
22_109,0
22_110,0
22_111,0
22_112,2
22_113,0
22_114,0
22_115,4
22_116,25
22_117,0
22_118,0
22_119,0
22_120,0
22_121,0
22_122,0
22_123,0
22_124,0
22_125,0
22_126,0
22_127,0
22_128,0
22_129,0
22_130,0
22_131,0
22_132,0
22_133,0
22_134,3
22_135,0
22_136,0
22_137,0
22_138,0
22_139,0
22_140,0
22_141,0
22_142,0
22_143,0
22_144,0
22_145,0
22_146,0
22_147,0
22_148,0
22_149,0
22_150,0
22_151,0
22_152,0
22_153,0
22_154,0
22_155,0
22_156,0
22_157,0
22_158,0
22_159,0
22_160,0
22_161,0
22_162,0
22_163,0
22_164,0
22_165,0
22_166,0
22_167,0
22_168,0
22_169,0
22_170,0
22_171,0
22_172,8
22_173,0
22_174,0
22_175,0
22_176,0
22_177,0
22_178,0
22_179,42
22_180,0
22_181,0
22_182,0
22_183,0
22_184,0
22_185,2
22_186,0
22_187,0
22_188,0
22_189,0
22_190,0
22_191,14
22_192,0
22_193,0
22_194,0
22_195,0
22_196,0
22_197,0
22_198,0
22_199,0
22_200,0
22_201,0
22_202,0
22_203,0
22_204,0
22_205,0
22_206,0
22_207,0
22_208,0
22_209,0
22_210,0
22_211,0
22_212,0
22_213,0
22_214,0
22_215,0
22_216,8
22_217,37
22_218,0
22_219,11
22_220,0
22_221,0
22_222,0
22_223,0
22_224,0
22_225,0
22_226,0
22_227,5
22_228,132
22_229,133
22_230,206
22_231,233
22_232,228
22_233,253
22_234,253
22_235,252
22_236,234
22_237,242
22_238,242
22_239,224
22_240,209
22_241,218
22_242,234
22_243,153
22_244,26
22_245,0
22_246,5
22_247,0
22_248,0
22_249,19
22_250,8
22_251,4
22_252,0
22_253,0
22_254,0
22_255,0
22_256,69
22_257,202
22_258,175
22_259,214
22_260,237
22_261,229
22_262,247
22_263,203
22_264,232
22_265,234
22_266,250
22_267,253
22_268,246
22_269,227
22_270,228
22_271,229
22_272,253
22_273,177
22_274,88
22_275,2
22_276,8
22_277,0
22_278,1
22_279,0
22_280,13
22_281,34
22_282,12
22_283,96
22_284,86
22_285,95
22_286,236
22_287,251
22_288,248
22_289,223
22_290,240
22_291,227
22_292,235
22_293,197
22_294,198
22_295,237
22_296,253
22_297,253
22_298,241
22_299,214
22_300,47
22_301,0
22_302,0
22_303,0
22_304,0
22_305,0
22_306,0
22_307,0
22_308,0
22_309,0
22_310,0
22_311,0
22_312,25
22_313,25
22_314,92
22_315,217
22_316,172
22_317,75
22_318,29
22_319,1
22_320,12
22_321,9
22_322,0
22_323,92
22_324,160
22_325,253
22_326,230
22_327,182
22_328,36
22_329,0
22_330,0
22_331,0
22_332,0
22_333,0
22_334,0
22_335,0
22_336,0
22_337,0
22_338,0
22_339,0
22_340,14
22_341,214
22_342,253
22_343,232
22_344,244
22_345,236
22_346,140
22_347,39
22_348,36
22_349,21
22_350,0
22_351,11
22_352,2
22_353,159
22_354,240
22_355,213
22_356,64
22_357,26
22_358,0
22_359,0
22_360,5
22_361,46
22_362,79
22_363,4
22_364,0
22_365,0
